qtype,question,qcode,group,ID,Nametag,Correct,E1,Diff,C1,GC1,E2,C2,Mostaccurate,AEE1i,AEE2i,Ii,Prediction,Instruct
stocks,Chipotle,23,181,44254,3,413,350,3,5,2,330,6,1,63,83,0,4,1
stocks,Chipotle,23,181,46026,4,413,100,5,2,5,330,6,3,313,83,1,6,1
stocks,Chipotle,23,182,51644,1,413,56,4,5,1,56,5,5,357,357,0,4,1
stocks,Chipotle,23,182,46179,2,413,55,7,1,7,55,6,1,358,358,0,5,1
stocks,Chipotle,23,182,41302,3,413,43,6,2,5,49,2,1,370,364,1,5,1
stocks,Chipotle,23,182,48276,4,413,70,7,1,7,56,5,1,343,357,0,6,1
stocks,Chipotle,23,183,43023,1,413,60,6,2,5,125,2,2,353,288,1,6,1
stocks,Chipotle,23,183,51003,2,413,80,5,3,4,100,5,4,333,313,1,5,1
stocks,Chipotle,23,183,46402,3,413,100,5,2,5,100,5,2,313,313,0,5,1
stocks,Chipotle,23,183,50170,4,413,48,5,3,5,130,4,2,365,283,1,6,1
stocks,Chipotle,23,184,51297,1,413,75,6,2,4,45,3,2,338,368,0,5,1
stocks,Chipotle,23,184,48905,2,413,60,6,2,2,45,1,1,353,368,0,5,1
stocks,Chipotle,23,184,36251,3,413,35,4,1,4,35,5,2,378,378,0,4,1
stocks,Chipotle,23,185,45867,1,413,135,4,5,6,430,5,2,278,17,1,6,1
stocks,Chipotle,23,185,50129,2,413,430,1,7,1,430,7,3,17,17,0,4,1
stocks,Chipotle,23,185,51333,3,413,90,5,5,7,430,7,2,323,17,1,7,1
stocks,Chipotle,23,185,51516,4,413,130,6,6,5,430,6,2,283,17,1,7,1
stocks,Chipotle,23,186,51504,1,413,140,6,1,5,110,2,2,273,303,0,5,1
stocks,Chipotle,23,186,45580,2,413,110,5,3,4,140,4,1,303,273,1,5,1
stocks,Chipotle,23,186,44725,3,413,200,3,5,4,170,6,2,213,243,0,6,1
stocks,Chipotle,23,186,16387,4,413,225,3,5,6,175,5,2,188,238,0,5,1
stocks,Chipotle,23,187,47343,1,413,24,5,3,6,28,5,3,389,385,1,6,1
stocks,Chipotle,23,187,51020,2,413,90,5,4,6,27,5,1,323,386,0,6,1
stocks,Chipotle,23,187,51103,3,413,29,6,2,6,29,6,4,384,384,0,4,1
stocks,Chipotle,23,187,49915,4,413,45,4,4,7,29,4,3,368,384,0,5,1
stocks,Chipotle,23,188,50196,1,413,25,4,4,4,30,4,3,388,383,1,4,1
stocks,Chipotle,23,188,51411,2,413,25,4,5,7,30,6,1,388,383,1,6,1
stocks,Chipotle,23,188,46165,3,413,35,5,2,3,30,6,1,378,383,0,5,1
stocks,Chipotle,23,188,47434,4,413,45,5,2,5,30,6,1,368,383,0,6,1
stocks,Chipotle,23,189,51550,1,413,45,6,1,1,35,2,3,368,378,0,3,1
stocks,Chipotle,23,189,46070,2,413,240,5,2,1,250,4,2,173,163,1,4,1
stocks,Chipotle,23,189,51431,3,413,23,5,3,5,25,3,2,390,388,1,4,1
stocks,Chipotle,23,189,48927,4,413,30,7,1,2,30,2,1,383,383,0,4,1
stocks,Chipotle,23,190,51341,1,413,45,6,2,7,250,6,2,368,163,1,7,1
stocks,Chipotle,23,190,45632,2,413,20,7,1,4,25,2,1,393,388,1,5,1
stocks,Chipotle,23,190,48061,3,413,10,6,3,5,250,6,2,403,163,1,6,1
stocks,Chipotle,23,190,47565,4,413,10,4,6,7,250,6,2,403,163,1,6,1
stocks,Chipotle,23,191,46161,1,413,25,5,5,6,25,5,2,388,388,0,4,1
stocks,Chipotle,23,191,45394,2,413,15,6,3,5,20,3,3,398,393,1,5,1
stocks,Chipotle,23,191,49694,3,413,25,4,4,4,25,4,3,388,388,0,4,1
stocks,Chipotle,23,191,46730,4,413,30,4,4,5,30,4,3,383,383,0,4,1
stocks,Chipotle,23,192,49056,1,413,100,5,3,3,80,5,2,313,333,0,6,1
stocks,Chipotle,23,192,50133,2,413,55,5,3,3,60,5,1,358,353,1,5,1
stocks,Chipotle,23,192,44785,3,413,150,5,4,4,150,4,1,263,263,0,4,1
stocks,Chipotle,23,192,51250,4,413,50,7,1,4,50,1,2,363,363,0,4,1
stocks,HomeDepot,24,149,45974,1,177,60,7,1,6,100,4,2,117,77,1,6,0
stocks,HomeDepot,24,149,51633,2,177,90,5,5,4,100,5,3,87,77,1,4,0
stocks,HomeDepot,24,149,31730,3,177,120,7,1,5,100,1,2,57,77,0,1,0
stocks,HomeDepot,24,149,29534,4,177,75,2,6,6,100,6,2,102,77,1,5,0
stocks,HomeDepot,24,150,51437,1,177,200,7,1,1,200,2,1,23,23,0,5,0
stocks,HomeDepot,24,150,46451,2,177,15,3,3,5,230,4,1,162,53,1,7,0
stocks,HomeDepot,24,150,49813,3,177,36,6,2,4,205,5,1,141,28,1,6,0
stocks,HomeDepot,24,150,45143,4,177,200,6,2,6,220,5,1,23,43,0,6,0
stocks,HomeDepot,24,151,51257,1,177,250,7,1,2,90,2,3,73,87,0,5,0
stocks,HomeDepot,24,151,45633,2,177,80,7,1,2,100,1,1,97,77,1,4,0
stocks,HomeDepot,24,151,51525,3,177,90,6,1,4,80,3,2,87,97,0,3,0
stocks,HomeDepot,24,151,51269,4,177,75,5,3,5,75,5,1,102,102,0,4,0
stocks,HomeDepot,24,152,51408,1,177,76,5,4,4,75,5,4,101,102,0,5,0
stocks,HomeDepot,24,152,51271,2,177,200,4,4,5,75,4,4,23,102,0,5,0
stocks,HomeDepot,24,153,14955,1,177,150,5,5,3,80,4,4,27,97,0,5,0
stocks,HomeDepot,24,153,29147,2,177,85,7,6,7,80,7,6,92,97,0,7,0
stocks,HomeDepot,24,153,49302,3,177,70,4,4,7,80,6,4,107,97,1,6,0
stocks,HomeDepot,24,153,1164,4,177,50,4,4,4,85,5,2,127,92,1,5,0
stocks,HomeDepot,24,153,51226,5,177,75,5,5,5,85,6,4,102,92,1,6,0
stocks,HomeDepot,24,154,45041,1,177,60,4,3,2,50,3,2,117,127,0,5,0
stocks,HomeDepot,24,154,33987,2,177,40,7,1,3,50,1,3,137,127,1,3,0
stocks,HomeDepot,24,154,44979,3,177,13,6,3,3,40,3,2,164,137,1,5,0
stocks,HomeDepot,24,154,45196,4,177,50,5,3,3,50,5,1,127,127,0,5,0
stocks,HomeDepot,24,155,44578,1,177,50,5,3,5,70,3,5,127,107,1,5,0
stocks,HomeDepot,24,155,51278,2,177,100,7,1,1,100,1,4,77,77,0,4,0
stocks,HomeDepot,24,155,51122,3,177,200,4,3,4,100,5,2,23,77,0,5,0
stocks,HomeDepot,24,155,43767,4,177,30,7,1,1,30,1,2,147,147,0,4,0
stocks,HomeDepot,24,155,44203,5,177,80,5,3,1,100,4,1,97,77,1,3,0
stocks,HomeDepot,24,156,42983,1,177,50,7,1,1,50,5,4,127,127,0,1,0
stocks,HomeDepot,24,156,30407,2,177,120,3,5,5,120,5,5,57,57,0,5,0
stocks,HomeDepot,24,156,50913,3,177,170,2,6,4,112,6,1,7,65,0,6,0
stocks,HomeDepot,24,156,45893,4,177,40,4,2,2,110,2,1,137,67,1,1,0
stocks,HomeDepot,24,156,50157,5,177,32,5,5,5,112,5,2,145,65,1,5,0
stocks,HomeDepot,24,157,51281,1,177,87,5,3,4,80,4,2,90,97,0,3,0
stocks,HomeDepot,24,157,46132,2,177,45,7,1,2,50,1,5,132,127,1,4,0
stocks,HomeDepot,24,157,51518,3,177,50,5,1,1,40,2,5,127,137,0,5,0
stocks,HomeDepot,24,157,49210,4,177,30,4,1,3,35,3,5,147,142,1,4,0
stocks,HomeDepot,24,157,28908,5,177,60,4,3,5,70,3,2,117,107,1,4,0
stocks,HomeDepot,24,158,49031,1,177,80,6,2,4,30,2,4,97,147,0,5,0
stocks,HomeDepot,24,158,44575,2,177,30,7,1,4,50,1,1,147,127,1,5,0
stocks,HomeDepot,24,158,49089,3,177,40,5,1,1,50,3,1,137,127,1,2,0
stocks,HomeDepot,24,158,38622,4,177,60,6,2,2,60,2,1,117,117,0,5,0
stocks,HomeDepot,24,159,47414,1,177,150,6,2,4,220,2,1,27,43,0,4,0
stocks,HomeDepot,24,159,50310,2,177,315,6,2,6,220,5,1,138,43,1,1,0
stocks,HomeDepot,24,159,51304,3,177,100,7,2,4,220,2,2,77,43,1,4,0
stocks,HomeDepot,24,159,51650,4,177,50,6,2,7,220,2,1,127,43,1,5,0
stocks,HomeDepot,24,160,45766,1,177,50,6,3,6,45,5,4,127,132,0,6,0
stocks,HomeDepot,24,160,46656,2,177,35,4,4,4,45,4,2,142,132,1,4,0
stocks,HomeDepot,24,160,50074,3,177,40,4,5,5,55,6,1,137,122,1,6,0
stocks,HomeDepot,24,160,49165,4,177,65,5,4,3,50,5,1,112,127,0,5,0
stocks,HomeDepot,24,161,51609,1,177,70,4,3,3,60,5,2,107,117,0,5,0
stocks,HomeDepot,24,161,37201,2,177,60,5,2,4,60,2,3,117,117,0,4,0
stocks,HomeDepot,24,161,45750,3,177,30,5,2,5,50,5,2,147,127,1,5,0
stocks,HomeDepot,24,161,45287,4,177,35,6,2,5,35,3,3,142,142,0,4,0
stocks,HomeDepot,24,162,50932,1,177,45,3,4,6,45,5,2,132,132,0,4,0
stocks,HomeDepot,24,162,50007,2,177,50,6,1,4,50,2,3,127,127,0,4,0
stocks,HomeDepot,24,162,45029,3,177,25,6,2,5,40,2,1,152,137,1,5,0
stocks,HomeDepot,24,163,46733,1,177,50,5,3,4,40,4,3,127,137,0,5,0
stocks,HomeDepot,24,163,44885,2,177,150,4,3,5,35,5,4,27,142,0,5,0
stocks,HomeDepot,24,163,47191,3,177,75,5,4,5,45,5,1,102,132,0,5,0
stocks,HomeDepot,24,163,45159,4,177,20,5,4,4,20,3,1,157,157,0,3,0
stocks,HomeDepot,24,164,27235,1,177,150,6,4,6,100,4,3,27,77,0,4,0
stocks,HomeDepot,24,164,51302,2,177,220,5,3,5,100,4,1,43,77,0,6,0
stocks,HomeDepot,24,164,50219,3,177,110,5,3,4,90,3,4,67,87,0,3,0
stocks,HomeDepot,24,164,51634,4,177,90,5,3,6,100,5,3,87,77,1,5,0
stocks,HomeDepot,24,165,16362,1,177,65,7,1,5,75,2,1,112,102,1,4,0
stocks,HomeDepot,24,165,50443,2,177,50,6,5,5,65,6,4,127,112,1,6,0
stocks,HomeDepot,24,165,48253,3,177,40,4,4,4,10,4,1,137,167,0,4,0
stocks,HomeDepot,24,165,48556,4,177,46,4,4,4,65,5,1,131,112,1,5,0
stocks,HomeDepot,24,166,49745,1,177,200,6,2,6,200,6,3,23,23,0,7,0
stocks,HomeDepot,24,166,51589,2,177,230,5,3,4,215,4,1,53,38,1,4,0
stocks,HomeDepot,24,166,40110,3,177,198,7,1,4,200,4,2,21,23,0,4,0
stocks,HomeDepot,24,167,51567,1,177,35,5,5,5,25,5,2,142,152,0,5,0
stocks,HomeDepot,24,167,51501,2,177,35,5,3,3,27,5,5,142,150,0,5,0
stocks,HomeDepot,24,167,51626,3,177,8,6,2,4,19,2,2,169,158,1,5,0
stocks,HomeDepot,24,167,50736,4,177,35,4,4,5,35,4,2,142,142,0,4,0
stocks,HomeDepot,24,167,47344,5,177,20,6,2,6,10,4,2,157,167,0,4,0
stocks,HomeDepot,24,168,50801,1,177,35,5,2,5,100,6,3,142,77,1,5,0
stocks,HomeDepot,24,168,50710,2,177,30,4,4,4,100,6,5,147,77,1,6,0
stocks,HomeDepot,24,168,44353,3,177,135,5,2,5,100,2,5,42,77,0,5,0
stocks,HomeDepot,24,168,48776,4,177,15,4,4,4,100,4,5,162,77,1,5,0
stocks,HomeDepot,24,168,47816,5,177,200,6,3,7,100,6,3,23,77,0,6,0
stocks,HomeDepot,24,169,51580,1,177,20,6,3,5,70,2,4,157,107,1,2,0
stocks,HomeDepot,24,169,51553,2,177,70,6,2,6,70,5,4,107,107,0,4,0
stocks,HomeDepot,24,169,46586,3,177,80,6,2,5,70,5,4,97,107,0,5,0
stocks,HomeDepot,24,169,43264,4,177,75,5,5,3,70,4,3,102,107,0,4,0
stocks,HomeDepot,24,169,51413,5,177,50,6,2,6,80,6,4,127,97,1,5,0
stocks,HomeDepot,24,170,49446,1,177,80,3,5,4,70,6,2,97,107,0,5,0
stocks,HomeDepot,24,170,46514,2,177,55,6,5,5,70,5,1,122,107,1,6,0
stocks,HomeDepot,24,170,593,3,177,50,6,2,6,60,5,1,127,117,1,6,0
stocks,HomeDepot,24,170,50499,4,177,500,4,4,4,60,4,2,323,117,1,5,0
stocks,HomeDepot,24,170,45667,5,177,40,3,5,4,70,5,1,137,107,1,6,0
stocks,HomeDepot,24,171,51449,1,177,25,5,4,6,100,3,3,152,77,1,6,1
stocks,HomeDepot,24,171,48497,2,177,120,7,1,5,100,1,1,57,77,0,5,1
stocks,HomeDepot,24,171,45801,3,177,100,6,2,5,100,6,1,77,77,0,4,1
stocks,HomeDepot,24,172,47082,1,177,35,4,4,4,30,4,2,142,147,0,4,1
stocks,HomeDepot,24,172,44723,2,177,25,6,2,6,30,6,1,152,147,1,6,1
stocks,HomeDepot,24,173,49762,1,177,85,5,2,6,40,5,4,92,137,0,5,1
stocks,HomeDepot,24,173,50235,2,177,115,6,3,7,35,6,4,62,142,0,7,1
stocks,HomeDepot,24,173,51239,3,177,40,6,3,5,35,6,4,137,142,0,4,1
stocks,HomeDepot,24,173,46670,4,177,30,3,5,6,30,6,2,147,147,0,7,1
stocks,HomeDepot,24,174,46408,1,177,35,7,1,5,35,2,2,142,142,0,6,1
stocks,HomeDepot,24,174,50152,2,177,35,6,1,3,35,5,1,142,142,0,4,1
stocks,HomeDepot,24,174,49650,3,177,15,7,1,5,35,5,2,162,142,1,5,1
stocks,HomeDepot,24,174,45675,4,177,37,7,1,3,36,1,1,140,141,0,4,1
stocks,HomeDepot,24,175,38914,1,177,20,6,2,5,15,5,4,157,162,0,6,1
stocks,HomeDepot,24,175,51613,2,177,12,6,2,4,12,3,4,165,165,0,4,1
stocks,HomeDepot,24,175,51586,3,177,15,6,2,6,12,2,4,162,165,0,5,1
stocks,HomeDepot,24,175,44142,4,177,10,4,5,2,15,4,1,167,162,1,5,1
stocks,HomeDepot,24,176,43119,1,177,80,5,3,5,113,5,3,97,64,1,6,1
stocks,HomeDepot,24,176,43395,2,177,50,6,2,6,125,5,3,127,52,1,6,1
stocks,HomeDepot,24,176,43082,3,177,110,5,3,3,110,3,2,67,67,0,4,1
stocks,HomeDepot,24,176,34872,4,177,150,5,3,5,115,6,3,27,62,0,6,1
stocks,HomeDepot,24,177,44869,1,177,130,5,5,5,38,5,2,47,139,0,5,1
stocks,HomeDepot,24,177,49084,2,177,35,5,5,5,38,5,4,142,139,1,6,1
stocks,HomeDepot,24,177,51445,3,177,56,5,2,4,43,2,4,121,134,0,5,1
stocks,HomeDepot,24,177,51417,4,177,42,5,4,5,38,4,2,135,139,0,4,1
stocks,HomeDepot,24,177,49110,5,177,30,5,2,6,40,4,2,147,137,1,5,1
stocks,HomeDepot,24,178,51623,1,177,17,6,2,5,17,2,3,160,160,0,4,1
stocks,HomeDepot,24,178,35041,2,177,175,1,4,4,175,4,5,2,2,0,4,1
stocks,HomeDepot,24,178,48346,3,177,32,7,1,1,30,1,3,145,147,0,4,1
stocks,HomeDepot,24,178,48774,4,177,25,5,3,5,27,5,3,152,150,1,4,1
stocks,HomeDepot,24,178,47169,5,177,30,4,3,3,30,5,3,147,147,0,4,1
stocks,HomeDepot,24,179,46627,1,177,15,5,3,5,50,4,3,162,127,1,5,1
stocks,HomeDepot,24,179,50055,2,177,50,7,1,7,50,1,3,127,127,0,4,1
stocks,HomeDepot,24,179,47668,3,177,50,4,1,4,50,4,1,127,127,0,4,1
stocks,HomeDepot,24,179,49594,4,177,125,4,4,4,50,4,4,52,127,0,4,1
stocks,HomeDepot,24,180,40357,1,177,75,7,1,4,100,5,3,102,77,1,6,1
stocks,HomeDepot,24,180,46221,2,177,50,5,6,5,50,4,1,127,127,0,6,1
stocks,HomeDepot,24,180,49790,3,177,130,7,3,4,125,4,4,47,52,0,3,1
stocks,HomeDepot,24,180,51086,4,177,100,5,3,3,120,3,3,77,57,1,4,1
stocks,HomeDepot,24,181,28340,1,177,112,5,2,7,130,5,2,65,47,1,5,1
stocks,HomeDepot,24,181,48897,2,177,175,5,4,6,130,5,3,2,47,0,5,1
stocks,HomeDepot,24,181,44254,3,177,150,3,4,4,130,4,2,27,47,0,5,1
stocks,HomeDepot,24,181,46026,4,177,200,5,2,5,150,6,3,23,27,0,6,1
stocks,HomeDepot,24,182,51644,1,177,300,4,1,1,300,1,5,123,123,0,4,1
stocks,HomeDepot,24,182,46179,2,177,45,7,1,7,300,6,1,132,123,1,7,1
stocks,HomeDepot,24,182,41302,3,177,85,6,2,4,275,6,1,92,98,0,5,1
stocks,HomeDepot,24,182,48276,4,177,100,7,1,7,300,5,1,77,123,0,6,1
stocks,HomeDepot,24,183,43023,1,177,100,6,2,6,100,2,2,77,77,0,4,1
stocks,HomeDepot,24,183,51003,2,177,150,6,4,4,150,4,4,27,27,0,4,1
stocks,HomeDepot,24,183,46402,3,177,80,6,2,5,80,4,4,97,97,0,4,1
stocks,HomeDepot,24,183,50170,4,177,85,5,3,5,85,3,3,92,92,0,4,1
stocks,HomeDepot,24,184,51297,1,177,25,6,1,4,25,3,2,152,152,0,4,1
stocks,HomeDepot,24,184,48905,2,177,25,6,1,3,25,1,3,152,152,0,5,1
stocks,HomeDepot,24,184,36251,3,177,45,4,1,5,25,4,1,132,152,0,6,1
stocks,HomeDepot,24,185,45867,1,177,130,3,5,6,130,6,2,47,47,0,4,1
stocks,HomeDepot,24,185,50129,2,177,130,1,7,1,130,7,3,47,47,0,4,1
stocks,HomeDepot,24,185,51333,3,177,130,1,7,4,130,7,2,47,47,0,7,1
stocks,HomeDepot,24,185,51516,4,177,90,3,5,6,130,6,2,87,47,1,6,1
stocks,HomeDepot,24,186,51504,1,177,120,6,2,6,200,2,2,57,23,1,6,1
stocks,HomeDepot,24,186,45580,2,177,245,4,4,5,255,5,3,68,78,0,4,1
stocks,HomeDepot,24,186,44725,3,177,175,5,2,5,200,5,4,2,23,0,5,1
stocks,HomeDepot,24,186,16387,4,177,390,3,5,6,390,6,3,213,213,0,4,1
stocks,HomeDepot,24,187,47343,1,177,36,5,3,6,45,5,3,141,132,1,6,1
stocks,HomeDepot,24,187,51020,2,177,40,4,4,6,44,5,2,137,133,1,5,1
stocks,HomeDepot,24,187,51103,3,177,50,5,3,6,45,5,1,127,132,0,5,1
stocks,HomeDepot,24,187,49915,4,177,14,7,1,3,40,6,2,163,137,1,5,1
stocks,HomeDepot,24,188,50196,1,177,15,4,4,4,35,4,4,162,142,1,3,1
stocks,HomeDepot,24,188,51411,2,177,45,4,6,6,30,6,3,132,147,0,6,1
stocks,HomeDepot,24,188,46165,3,177,30,5,2,6,35,6,4,147,142,1,6,1
stocks,HomeDepot,24,188,47434,4,177,25,5,5,4,35,5,2,152,142,1,5,1
stocks,HomeDepot,24,189,51550,1,177,50,6,1,1,50,1,2,127,127,0,4,1
stocks,HomeDepot,24,189,46070,2,177,127,5,2,1,140,3,2,50,37,1,5,1
stocks,HomeDepot,24,189,51431,3,177,95,6,2,5,75,3,2,82,102,0,5,1
stocks,HomeDepot,24,189,48927,4,177,30,7,1,2,30,2,1,147,147,0,4,1
stocks,HomeDepot,24,190,51341,1,177,150,7,1,7,140,6,2,27,37,0,5,1
stocks,HomeDepot,24,190,45632,2,177,50,7,1,5,50,2,1,127,127,0,4,1
stocks,HomeDepot,24,190,48061,3,177,120,5,5,6,140,6,2,57,37,1,6,1
stocks,HomeDepot,24,190,47565,4,177,70,6,2,6,140,5,2,107,37,1,6,1
stocks,HomeDepot,24,191,46161,1,177,40,6,2,2,20,4,4,137,157,0,6,1
stocks,HomeDepot,24,191,45394,2,177,15,7,1,3,13,3,4,162,164,0,5,1
stocks,HomeDepot,24,191,49694,3,177,32,4,3,4,19,4,4,145,158,0,5,1
stocks,HomeDepot,24,191,46730,4,177,20,3,4,4,20,5,4,157,157,0,4,1
stocks,HomeDepot,24,192,49056,1,177,50,5,3,5,40,5,3,127,137,0,5,1
stocks,HomeDepot,24,192,50133,2,177,30,6,3,3,50,3,3,147,127,1,5,1
stocks,HomeDepot,24,192,44785,3,177,75,5,4,4,75,4,1,102,102,0,4,1
stocks,HomeDepot,24,192,51250,4,177,70,7,1,3,60,1,3,107,117,0,4,1
stocks,Twitter,22,149,45974,1,28,95,7,1,6,95,5,3,67,67,0,4,0
stocks,Twitter,22,149,51633,2,28,120,5,3,4,95,3,1,92,67,1,3,0
stocks,Twitter,22,149,31730,3,28,100,7,1,5,95,1,1,72,67,1,5,0
stocks,Twitter,22,149,29534,4,28,60,3,6,6,95,3,2,32,67,0,2,0
stocks,Twitter,22,150,51437,1,28,250,7,1,1,250,1,3,222,222,0,1,0
stocks,Twitter,22,150,46451,2,28,100,5,2,5,190,4,4,72,162,0,6,0
stocks,Twitter,22,150,49813,3,28,155,6,2,4,225,3,1,127,197,0,5,0
stocks,Twitter,22,150,45143,4,28,350,5,2,6,250,5,3,322,222,1,6,0
stocks,Twitter,22,151,51257,1,28,200,6,2,3,200,3,3,172,172,0,4,0
stocks,Twitter,22,151,45633,2,28,180,7,1,2,220,1,3,152,192,0,4,0
stocks,Twitter,22,151,51525,3,28,300,5,2,6,200,4,1,272,172,1,5,0
stocks,Twitter,22,151,51269,4,28,100,5,3,5,100,5,1,72,72,0,5,0
stocks,Twitter,22,152,51408,1,28,180,5,4,5,108,5,4,152,80,1,5,0
stocks,Twitter,22,152,51271,2,28,250,5,4,6,180,5,4,222,152,1,5,0
stocks,Twitter,22,153,14955,1,28,100,5,5,5,95,5,4,72,67,1,3,0
stocks,Twitter,22,153,29147,2,28,40,7,6,7,80,7,5,12,52,0,7,0
stocks,Twitter,22,153,49302,3,28,250,4,4,6,90,6,5,222,62,1,7,0
stocks,Twitter,22,153,1164,4,28,95,5,4,4,95,4,5,67,67,0,5,0
stocks,Twitter,22,153,51226,5,28,80,5,5,4,85,6,4,52,57,0,5,0
stocks,Twitter,22,154,45041,1,28,75,4,3,3,75,3,3,47,47,0,4,0
stocks,Twitter,22,154,33987,2,28,70,7,1,6,60,3,3,42,32,1,3,0
stocks,Twitter,22,154,44979,3,28,40,5,5,3,60,4,4,12,32,0,5,0
stocks,Twitter,22,154,45196,4,28,75,5,4,5,60,4,2,47,32,1,5,0
stocks,Twitter,22,155,44578,1,28,80,5,3,5,60,3,5,52,32,1,5,0
stocks,Twitter,22,155,51278,2,28,80,7,1,1,80,1,1,52,52,0,5,0
stocks,Twitter,22,155,51122,3,28,260,4,1,5,75,5,1,232,47,1,6,0
stocks,Twitter,22,155,43767,4,28,100,7,1,2,100,1,1,72,72,0,4,0
stocks,Twitter,22,155,44203,5,28,30,5,3,2,90,4,1,2,62,0,5,0
stocks,Twitter,22,156,42983,1,28,40,6,2,1,50,2,5,12,22,0,2,0
stocks,Twitter,22,156,30407,2,28,50,5,3,6,56,5,5,22,28,0,6,0
stocks,Twitter,22,156,50913,3,28,17,6,1,1,56,2,1,11,28,0,2,0
stocks,Twitter,22,156,45893,4,28,150,5,2,1,65,1,2,122,37,1,1,0
stocks,Twitter,22,156,50157,5,28,46,5,5,5,56,5,1,18,28,0,5,0
stocks,Twitter,22,157,51281,1,28,186,4,4,5,125,4,5,158,97,1,5,0
stocks,Twitter,22,157,46132,2,28,200,7,1,2,200,1,3,172,172,0,4,0
stocks,Twitter,22,157,51518,3,28,70,5,2,2,75,2,5,42,47,0,4,0
stocks,Twitter,22,157,49210,4,28,35,4,2,3,50,1,1,7,22,0,4,0
stocks,Twitter,22,157,28908,5,28,125,4,3,3,125,3,2,97,97,0,4,0
stocks,Twitter,22,158,49031,1,28,50,5,2,3,40,2,4,22,12,1,5,0
stocks,Twitter,22,158,44575,2,28,50,7,1,5,50,1,4,22,22,0,4,0
stocks,Twitter,22,158,49089,3,28,50,5,2,3,50,2,2,22,22,0,2,0
stocks,Twitter,22,158,38622,4,28,40,6,2,2,45,2,1,12,17,0,5,0
stocks,Twitter,22,159,47414,1,28,200,6,2,3,350,2,3,172,322,0,4,0
stocks,Twitter,22,159,50310,2,28,420,5,4,5,350,6,4,392,322,1,3,0
stocks,Twitter,22,159,51304,3,28,300,7,2,4,350,2,4,272,322,0,4,0
stocks,Twitter,22,159,51650,4,28,300,6,2,7,350,2,2,272,322,0,4,0
stocks,Twitter,22,160,45766,1,28,120,6,2,6,100,5,2,92,72,1,6,0
stocks,Twitter,22,160,46656,2,28,100,4,4,4,100,4,2,72,72,0,4,0
stocks,Twitter,22,160,50074,3,28,110,5,3,6,100,6,2,82,72,1,6,0
stocks,Twitter,22,160,49165,4,28,75,5,5,5,90,5,3,47,62,0,5,0
stocks,Twitter,22,161,51609,1,28,130,4,3,3,130,4,3,102,102,0,4,0
stocks,Twitter,22,161,37201,2,28,50,5,2,2,50,2,3,22,22,0,4,0
stocks,Twitter,22,161,45750,3,28,100,6,1,5,100,4,1,72,72,0,4,0
stocks,Twitter,22,161,45287,4,28,140,6,2,2,140,2,4,112,112,0,4,0
stocks,Twitter,22,162,50932,1,28,185,5,3,6,30,5,3,157,2,1,6,0
stocks,Twitter,22,162,50007,2,28,30,5,2,5,30,5,1,2,2,0,4,0
stocks,Twitter,22,162,45029,3,28,20,6,2,6,17,3,2,8,11,0,5,0
stocks,Twitter,22,163,46733,1,28,105,6,2,5,150,5,4,77,122,0,5,0
stocks,Twitter,22,163,44885,2,28,120,4,3,5,120,5,4,92,92,0,5,0
stocks,Twitter,22,163,47191,3,28,180,5,4,5,155,5,4,152,127,1,5,0
stocks,Twitter,22,163,45159,4,28,150,4,3,3,150,3,2,122,122,0,4,0
stocks,Twitter,22,164,27235,1,28,100,7,1,5,290,6,2,72,262,0,6,0
stocks,Twitter,22,164,51302,2,28,300,5,3,7,300,5,3,272,272,0,4,0
stocks,Twitter,22,164,50219,3,28,290,4,3,5,290,4,2,262,262,0,4,0
stocks,Twitter,22,164,51634,4,28,250,4,2,6,290,6,3,222,262,0,6,0
stocks,Twitter,22,165,16362,1,28,100,7,1,5,75,2,4,72,47,1,4,0
stocks,Twitter,22,165,50443,2,28,15,6,5,6,50,6,3,13,22,0,7,0
stocks,Twitter,22,165,48253,3,28,50,4,4,4,50,4,4,22,22,0,6,0
stocks,Twitter,22,165,48556,4,28,85,5,4,5,59,5,3,57,31,1,5,0
stocks,Twitter,22,166,49745,1,28,30,5,3,5,32,7,2,2,4,0,7,0
stocks,Twitter,22,166,51589,2,28,337,3,3,4,30,6,1,309,2,1,7,0
stocks,Twitter,22,166,40110,3,28,246,4,4,6,300,1,1,218,272,0,4,0
stocks,Twitter,22,167,51567,1,28,100,5,4,7,90,6,4,72,62,1,6,0
stocks,Twitter,22,167,51501,2,28,115,5,3,3,95,5,4,87,67,1,6,0
stocks,Twitter,22,167,51626,3,28,150,6,2,6,85,2,4,122,57,1,5,0
stocks,Twitter,22,167,50736,4,28,90,5,4,5,90,4,3,62,62,0,4,0
stocks,Twitter,22,167,47344,5,28,100,7,1,4,90,4,4,72,62,1,4,0
stocks,Twitter,22,168,50801,1,28,100,6,3,3,60,5,3,72,32,1,6,0
stocks,Twitter,22,168,50710,2,28,200,4,4,4,65,6,4,172,37,1,7,0
stocks,Twitter,22,168,44353,3,28,75,6,2,5,60,2,4,47,32,1,5,0
stocks,Twitter,22,168,48776,4,28,70,4,4,5,60,5,5,42,32,1,5,0
stocks,Twitter,22,168,47816,5,28,30,6,2,7,60,7,4,2,32,0,6,0
stocks,Twitter,22,169,51580,1,28,80,6,2,5,100,5,4,52,72,0,5,0
stocks,Twitter,22,169,51553,2,28,185,6,2,4,100,5,4,157,72,1,7,0
